"Environment" "Phenotype" "pine_correlation" "spruce_correlation" "pine_slope_bayenv" "pine_score2_bayenv" "pine_score1_bayenv" "spruce_slope_bayenv" "spruce_score2_bayenv" "spruce_score1_bayenv"
"373" "TD" "RootShoot_Ratio" 0.12 -0.18 0.226648739041855 0.5495 8.73418157861176e-05 0.117411496046663 0.5301 5.14100066514714e-05
"372" "TD" "MaxGthRate_mm_Day" 0.12 -0.28 0.0869948745785611 0.5166 3.45643949102037e-05 -0.17700856649257 0.4569 -7.63287011721566e-05
"351" "SHM" "Gth95pctS02_Day" 0.12 0.17 0.0877748030224517 0.5242 3.37994873138203e-05 0.259145366467458 0.571 0.000118332451027822
"339" "PAS" "RootShoot_Ratio" -0.12 0.13 0.150073210442512 0.5353 5.7831994085628e-05 -0.11811919768359 0.4725 -5.17219109789179e-05
"337" "PAS" "LinearGthS02_Days" 0.12 0.32 0.1245551098444 0.5329 4.45587929294413e-05 -0.000684934978019178 0.5008 -2.73063887935904e-07
"331" "PAS" "FinalStemDiamS02_mm" -0.12 0.25 0.111242034107136 0.5244 4.26530799699393e-05 -0.0577510157350608 0.4916 -2.55614486884629e-05
"329" "PAS" "FinalRootWeightS02_g" -0.12 0.08 NA NA NA NA NA NA
"307" "NFFD" "BudBreakS02_day" 0.12 -0.02 0.213296566176169 0.5538 8.14340048867132e-05 0.052314812453696 0.5165 2.30171015730279e-05
"306" "MWMT" "TotalWeight" 0.12 0.03 NA NA NA NA NA NA
"299" "MWMT" "Gth5pctS02_Day" 0.12 0.23 0.123337363576038 0.5293 4.45339030137289e-05 0.114143263398012 0.5302 4.72011802288516e-05
"277" "MCMT" "ColdInjurySpringS02_Mean" 0.12 0.48 0.139297027928784 0.5282 5.46381397134896e-05 0.191202519741165 0.5532 8.51782084136942e-05
"271" "MAT" "RootShoot_Ratio" 0.12 0.41 -0.0174227697951285 0.5009 -6.71472544564824e-06 0.322804383495917 0.5859 0.000141344237505055
"245" "Longitude" "FinalShootWeightS02_g" -0.12 -0.08 0.051889040702184 0.5132 2.03001222087716e-05 0.126249719247528 0.5313 5.73919513662797e-05
"210" "log(MAP)" "FinalRootWeightS02_g" -0.12 0.07 NA NA NA NA NA NA
"197" "Latitude" "Gth5pctS02_Day" 0.12 0.11 0.0997902139658968 0.5197 3.603042752442e-05 0.0130901379304157 0.5017 5.4097403642638e-06
"196" "Latitude" "Gth5.95pctS02_Days" -0.12 -0.37 0.051694929058221 0.5108 1.90192012129618e-05 0.263920495601496 0.5623 0.000119275773610465
"185" "FFP" "MaxGthRate_mm_Day" -0.12 -0.33 -0.113712609830654 0.4694 -4.51790969981649e-05 -0.0502657333331564 0.487 -2.16751694126768e-05
"177" "FFP" "FinalShootWeightS02_g" 0.12 0.06 0.107865554783193 0.5288 4.21982073057523e-05 0.291416729178668 0.5844 0.000132472380149859
"128" "EMT" "Gth5.95pctS02_Days" 0.12 0.44 0.056665960813225 0.5136 2.08469120359445e-05 0.330563999204851 0.5871 0.000149394278716606
"124" "EMT" "ColdInjurySpringS02_Mean" 0.12 0.46 0.107830487286844 0.5204 4.2296412477806e-05 0.182680866519449 0.5517 8.13824079161044e-05
"95" "eFFP" "Gth5pctS02_Day" 0.12 0.11 0.124315129859926 0.5299 4.48866416708771e-05 0.131621155200809 0.534 5.44287978419743e-05
"71" "DD5" "ColdInjuryFallS02_Mean" 0.12 -0.14 0.114261301036716 0.5269 4.82710509206246e-05 -0.0687781021629478 0.4835 -3.65986153516072e-05
"41" "CMD" "FinalShootWeightS02_g" 0.12 0.1 0.203841917356944 0.5549 7.97443615050701e-05 0.35988827132278 0.6028 0.000163598130187599
"4" "AHM" "ColdInjuryMidWinterS02_Mean" -0.12 -0.46 0.113714037346003 0.5365 4.98912558439512e-05 0.271915273096898 0.5857 0.000142653771447133
"357" "SHM" "TotalWeight" 0.11 0.14 NA NA NA NA NA NA
"344" "SHM" "ColdInjuryMidWinterS02_Mean" 0.11 -0.31 0.089110764033434 0.5184 3.91038860856544e-05 0.230747736073025 0.5757 0.000121053581853089
"333" "PAS" "Gth5pctS02_Day" -0.11 -0.2 0.12554112094201 0.531 4.53291152771386e-05 0.144799853545215 0.5338 5.98742432581557e-05
"265" "MAT" "Gth5pctS02_Day" 0.11 0.04 0.103724681385371 0.5261 3.74521880610418e-05 0.112311013183638 0.5269 4.64455140555125e-05
"262" "MAT" "FinalShootWeightS02_g" 0.11 -0.16 0.123919645598052 0.533 4.84783509182523e-05 -0.40591201553387 0.3928 -0.000184517610450062
"217" "log(MAP)" "HtFinalS02_mm" -0.11 0.03 0.0634930939563876 0.5149 2.52920684074888e-05 -0.147969330174516 0.4581 -6.89770649350398e-05
"212" "log(MAP)" "FinalStemDiamS02_mm" -0.11 0.21 0.138050683888869 0.5328 5.29320936865034e-05 -0.04049662719914 0.4938 -1.79250357526912e-05
"189" "Latitude" "BudSet_day" -0.11 -0.19 0.169907806552922 0.5266 7.3068692536726e-05 0.225998077123442 0.552 0.000105021547515189
"173" "FFP" "ColdInjuryFallS02_Mean" 0.11 -0.12 0.145452384755685 0.5353 6.14475450614153e-05 -0.0459356625779448 0.4893 -2.44422976566917e-05
"160" "EXT" "FinalShootWeightS02_g" 0.11 0.07 0.242939481214923 0.5666 9.50402959674524e-05 0.257002092979225 0.5755 0.000116826388007704
"153" "Eref" "TotalWeight" 0.11 0.27 NA NA NA NA NA NA
"116" "Elevation" "LinearGthS02_Days" 0.11 0.17 0.116144495067156 0.5233 4.15499158869261e-05 -0.0685233463371326 0.4832 -2.74724155555304e-05
"106" "Elevation" "ColdInjuryMidWinterS02_Mean" 0.11 0.49 0.176676436805463 0.5412 7.75208712424142e-05 0.286199155323403 0.5898 0.000150144616928595
"85" "DD5" "TotalWeight" 0.11 0.09 NA NA NA NA NA NA
"73" "DD5" "ColdInjurySpringS02_Mean" -0.11 -0.02 0.107416307765119 0.5318 4.21295685416719e-05 -0.156425913577094 0.4591 -6.96854173867773e-05
"38" "CMD" "ColdInjuryMidWinterS02_Mean" 0.11 -0.14 0.117467974956427 0.5232 5.1546953855214e-05 0.183059105544177 0.5615 9.60351193622522e-05
"19" "bFFP" "BudSet_day" -0.11 -0.18 0.0643718989539293 0.521 2.76832774879552e-05 0.227963591238701 0.5645 0.000105932872556444
"5" "AHM" "ColdInjurySpringS02_Mean" -0.11 -0.23 0.114847415855662 0.5327 4.50431903086285e-05 0.000339689438093869 0.5066 1.51982193397163e-07
"363" "TD" "FinalRootWeightS02_g" 0.1 -0.14 NA NA NA NA NA NA
"332" "PAS" "Gth5.95pctS02_Days" 0.1 0.27 0.083960698793911 0.5235 3.0896070552054e-05 -0.0691492854740972 0.4842 -3.12489235374476e-05
"330" "PAS" "FinalShootWeightS02_g" -0.1 -0.21 0.136324106057517 0.5334 5.33315382307685e-05 0.241484370563894 0.5638 0.0001097764979353
"304" "MWMT" "MaxGthRate_mm_Day" -0.1 -0.31 -0.149338252973023 0.4583 -5.93329919141534e-05 -0.0683002390137847 0.4815 -2.94516482400713e-05
"281" "MCMT" "Gth5.95pctS02_Days" 0.1 0.44 0.0157452695824385 0.5018 5.79091453442286e-06 0.291458243346179 0.5748 0.000131720353385453
"250" "Longitude" "HtFinalS01_mm" 0.1 -0.06 0.107750735266112 0.5179 4.17344657705074e-05 0.000294228546670006 0.5038 1.27726073647334e-07
"237" "log(MSP)" "RootShoot_Ratio" -0.1 -0.18 0.109863551339949 0.5302 4.23361814859644e-05 0.195648817859238 0.5541 8.56681566763938e-05
"227" "log(MSP)" "FinalRootWeightS02_g" -0.1 -0.2 NA NA NA NA NA NA
"218" "log(MAP)" "LinearGthS02_Days" 0.1 0.28 0.062993564252868 0.5157 2.25367765410455e-05 0.0477294330978984 0.5135 1.91374219571305e-05
"215" "log(MAP)" "Gth95pctS02_Day" 0.1 0.21 0.0662165766292023 0.5186 2.55100486724551e-05 -0.0178236632352379 0.498 -8.13645087831275e-06
"202" "Latitude" "MaxGthRate_mm_Day" 0.1 -0.18 0.165882222908528 0.5361 6.59077287027868e-05 -0.279121878228863 0.4329 -0.000120361710109534
"168" "EXT" "MaxGthRate_mm_Day" -0.1 -0.22 -0.130849254481891 0.4649 -5.19868726656495e-05 -0.0244796269048145 0.4929 -1.05552443040185e-05
"157" "EXT" "ColdInjuryMidWinterS02_Mean" 0.1 -0.11 0.104049136652301 0.5246 4.56583488314476e-05 0.00697935260203858 0.5053 3.65788919127656e-06
"72" "DD5" "ColdInjuryMidWinterS02_Mean" 0.1 -0.22 0.112888713974737 0.528 4.9536431658049e-05 0.0382003551227409 0.5143 2.00389721183621e-05
"34" "bFFP" "TotalWeight" -0.1 0.04 NA NA NA NA NA NA
"371" "TD" "LinearGthS02_Days" -0.09 -0.33 0.0735867612788292 0.5113 2.63242278501488e-05 0.158317948028033 0.5368 6.34739179852994e-05
"358" "TD" "BudBreakS02_day" 0.09 -0.26 0.140411653496066 0.5263 5.36070326897645e-05 0.194445038355757 0.5438 8.55550484949641e-05
"294" "MWMT" "ColdInjurySpringS02_Mean" -0.09 -0.12 0.0993830907464048 0.5282 3.89786483466568e-05 -0.11331291716629 0.4723 -5.04792838552902e-05
"251" "Longitude" "HtFinalS02_mm" -0.09 -0.16 0.160208161391801 0.5324 6.38294613639945e-05 0.0936644855655222 0.5297 4.36624433013194e-05
"233" "log(MSP)" "HtFinalS01_mm" -0.09 -0.16 0.111064806761827 0.5272 4.30182169071136e-05 0.171172088016539 0.5485 7.37653848459563e-05
"228" "log(MSP)" "FinalShootWeightS02_g" -0.09 -0.13 0.128905970152506 0.5349 5.04285293239004e-05 0.233454664079242 0.5674 0.000106123858143466
"225" "log(MSP)" "ColdInjuryMidWinterS02_Mean" -0.09 0.22 0.058601266342542 0.5089 2.57165988752662e-05 0.235944818675089 0.5777 0.000123779810106503
"216" "log(MAP)" "HtFinalS01_mm" -0.09 0.06 0.0184020196019824 0.5065 7.12765454495449e-06 -0.0593181802448207 0.4839 -2.55646385589745e-05
"211" "log(MAP)" "FinalShootWeightS02_g" -0.09 -0.22 0.134983278544093 0.533 5.28065486047547e-05 0.152003590551442 0.5417 6.91003926454202e-05
"204" "Latitude" "TotalWeight" 0.09 -0.29 NA NA NA NA NA NA
"199" "Latitude" "HtFinalS01_mm" -0.09 -0.15 0.183966891036138 0.5332 7.12548407272605e-05 0.135320422186483 0.5303 5.83136041632856e-05
"162" "EXT" "Gth5.95pctS02_Days" 0.09 0.2 0.0512076476664777 0.5176 1.88361960644264e-05 0.293981440014343 0.5841 0.000132860761715336
"145" "Eref" "Gth5.95pctS02_Days" 0.09 0.41 0.0424852137188583 0.5144 1.56277701453499e-05 0.424921989988748 0.6221 0.000192036998232272
"94" "eFFP" "Gth5.95pctS02_Days" 0.09 0.35 0.0312055033553058 0.5086 1.14786952938346e-05 0.297256841201094 0.5875 0.000134340257395146
"91" "eFFP" "FinalRootWeightS02_g" 0.09 0.32 NA NA NA NA NA NA
"60" "DD0" "Gth5.95pctS02_Days" -0.09 -0.48 0.0219608839028719 0.5041 8.07765340507037e-06 0.339002243976422 0.588 0.000153207137521506
"57" "DD0" "FinalRootWeightS02_g" -0.09 -0.36 NA NA NA NA NA NA
"32" "bFFP" "MaxGthRate_mm_Day" 0.09 0.36 -0.140308339727841 0.4628 -5.57461772084967e-05 -0.0732913084691146 0.4807 -3.16042762477358e-05
"22" "bFFP" "ColdInjurySpringS02_Mean" 0.09 0.14 0.110649044845077 0.531 4.33995864391101e-05 -0.108934367720202 0.4734 -4.85282275596144e-05
"14" "AHM" "LinearGthS02_Days" -0.09 -0.08 0.0730464826983256 0.5175 2.61343924267242e-05 -0.106293520297669 0.4745 -4.26143806183407e-05
"293" "MWMT" "ColdInjuryMidWinterS02_Mean" 0.08 -0.31 0.0496964640481074 0.5132 2.18089142902918e-05 0.0555198323513906 0.5199 2.91251439899361e-05
"238" "log(MSP)" "TotalWeight" -0.08 -0.14 NA NA NA NA NA NA
"232" "log(MSP)" "Gth95pctS02_Day" -0.08 -0.13 0.0451890552380416 0.5121 1.73975122243835e-05 0.156248229470874 0.5433 7.13471011959851e-05
"229" "log(MSP)" "FinalStemDiamS02_mm" -0.08 -0.12 0.104775790485994 0.5297 4.01733259919447e-05 0.170238219933828 0.5466 7.53446686127149e-05
"213" "log(MAP)" "Gth5.95pctS02_Days" 0.08 0.24 0.0273598013754168 0.5072 1.00711231196171e-05 -0.00259473480573181 0.5017 -1.17074309966638e-06
"125" "EMT" "FinalRootWeightS02_g" 0.08 0.33 NA NA NA NA NA NA
"86" "eFFP" "BudBreakS02_day" 0.08 0.02 0.18162036767789 0.546 6.93405311741856e-05 -0.0386099098560884 0.4865 -1.69871668769829e-05
"49" "CMD" "MaxGthRate_mm_Day" -0.08 -0.26 -0.13133352876473 0.464 -5.21790337878825e-05 -0.0949501876679541 0.4717 -4.09436207015059e-05
"35" "CMD" "BudBreakS02_day" -0.08 -0.15 0.129361417781851 0.5302 4.93872940130026e-05 0.0979144920506257 0.5274 4.30812456986224e-05
"368" "TD" "Gth95pctS02_Day" -0.07 -0.25 -0.00863442900571822 0.496 -3.32663438993754e-06 0.14551228683303 0.5376 6.6445700385236e-05
"366" "TD" "Gth5.95pctS02_Days" -0.07 -0.3 0.00519127353097914 0.4973 1.90947226758606e-06 0.149737422042222 0.5391 6.76718704440321e-05
"364" "TD" "FinalShootWeightS02_g" 0.07 0.19 0.133198855037074 0.5306 5.21098039125432e-05 -0.118431656952475 0.4739 -5.38356215401567e-05
"355" "SHM" "MaxGthRate_mm_Day" -0.07 -0.24 -0.136226370965349 0.4618 -5.41231964387295e-05 -0.138800121612874 0.4605 -5.98523113333395e-05
"343" "SHM" "ColdInjuryFallS02_Mean" 0.07 -0.25 0.0682639950403156 0.5116 2.88393647845116e-05 0.0948515892813602 0.5335 5.04695994192558e-05
"323" "NFFD" "TotalWeight" 0.07 0.24 NA NA NA NA NA NA
"292" "MWMT" "ColdInjuryFallS02_Mean" 0.07 -0.29 0.038100635294556 0.5083 1.60965079629667e-05 0.0487477772538828 0.5176 2.59361290198853e-05
"249" "Longitude" "Gth95pctS02_Day" -0.07 -0.1 0.0719710040343622 0.5116 2.77221781559915e-05 -0.025767776559628 0.4951 -1.17673782132346e-05
"198" "Latitude" "Gth95pctS02_Day" -0.07 -0.35 0.0110318094714425 0.5033 4.24619438358418e-06 0.27663254918168 0.5658 0.000126319809749952
"195" "Latitude" "FinalStemDiamS02_mm" 0.07 -0.24 0.107227356095307 0.5197 4.11143329733556e-05 0.127734915963722 0.5336 5.65316228224801e-05
"187" "FFP" "TotalWeight" 0.07 0.06 NA NA NA NA NA NA
"143" "Eref" "FinalShootWeightS02_g" 0.07 -0.1 0.209328416412897 0.5564 8.18913815919139e-05 -0.392623583244667 0.3867 -0.000178477145391675
"133" "EMT" "LinearGthS02_Days" 0.07 0.41 0.0393596056034938 0.5077 1.40787275289778e-05 0.223150945682995 0.5549 8.94679926933776e-05
"93" "eFFP" "FinalStemDiamS02_mm" 0.07 0.2 -0.00983348708135688 0.498 -3.77089149613091e-06 0.175949338584084 0.551 7.78717966420505e-05
"92" "eFFP" "FinalShootWeightS02_g" 0.07 -0.02 0.0359295758139818 0.5098 1.40552505101783e-05 -0.312682176158642 0.4098 -0.000142138476374138
"56" "DD0" "ColdInjurySpringS02_Mean" -0.07 -0.45 0.082791944420771 0.5135 3.24751916576764e-05 0.199682921023359 0.5552 8.89561797194982e-05
"43" "CMD" "Gth5.95pctS02_Days" 0.07 0.25 0.0444461634492577 0.5137 1.63471936004141e-05 0.307243130745122 0.585 0.000138852859386515
"21" "bFFP" "ColdInjuryMidWinterS02_Mean" -0.07 0.32 0.0683542156779732 0.5195 2.99931519949973e-05 0.0283324893629341 0.5098 1.48644787958856e-05
"3" "AHM" "ColdInjuryFallS02_Mean" -0.07 -0.4 0.0710728756757009 0.5225 3.00242589785651e-05 0.0609352501726481 0.5304 3.24278298445551e-05
"369" "TD" "HtFinalS01_mm" 0.06 -0.08 -0.0648708210132061 0.4926 -2.5126041188534e-05 0.0427799585326899 0.5108 1.84348872092347e-05
"367" "TD" "Gth5pctS02_Day" 0.06 0.16 0.036452741573292 0.5028 1.31617084001191e-05 0.0281684179056637 0.5086 1.16466277288248e-05
"350" "SHM" "Gth5pctS02_Day" 0.06 0.17 0.0231887318373067 0.5039 8.37388226964977e-06 0.0955208009771638 0.523 3.9499593366231e-05
"341" "SHM" "BudBreakS02_day" -0.06 -0.22 0.0974810689690518 0.525 3.72159506120534e-05 0.159986485841275 0.5431 7.03924778723494e-05
"338" "PAS" "MaxGthRate_mm_Day" -0.06 0.37 0.0888454972739108 0.5219 3.52989556588734e-05 -0.220813265734106 0.44 -9.52182520347083e-05
"315" "NFFD" "Gth5.95pctS02_Days" 0.06 0.35 0.0276788573616472 0.5086 1.01813217992384e-05 0.348757895477185 0.6032 0.000157615255694764
"298" "MWMT" "Gth5.95pctS02_Days" 0.06 0.08 0.0369343315391564 0.5123 1.35851285242941e-05 0.268606622386403 0.573 0.000121392215657134
"289" "MCMT" "TotalWeight" -0.06 0.41 NA NA NA NA NA NA
"286" "MCMT" "LinearGthS02_Days" 0.06 0.43 0.0320034586097333 0.5036 1.14475760186415e-05 0.252525667732414 0.5596 0.000101244255560401
"264" "MAT" "Gth5.95pctS02_Days" 0.06 0.49 0.0225870595220723 0.5065 8.30723781486992e-06 0.428178621928229 0.617 0.000193508927361101
"248" "Longitude" "Gth5pctS02_Day" -0.06 0.1 0.0193306511940139 0.507 6.97945608310741e-06 -0.0125950257539043 0.5027 -5.20663850025935e-06
"203" "Latitude" "RootShoot_Ratio" 0.06 -0.21 0.165069565529571 0.5318 6.36118245980472e-05 0.151264305425384 0.5357 6.62322694986798e-05
"179" "FFP" "Gth5.95pctS02_Days" 0.06 0.18 0.033006608611749 0.5104 1.21428157463634e-05 0.273956914519458 0.5788 0.000123809704355126
"158" "EXT" "ColdInjurySpringS02_Mean" -0.06 0.04 0.0558940753946124 0.5157 2.19204177454087e-05 0.133997651362284 0.5358 5.96944645846093e-05
"101" "eFFP" "RootShoot_Ratio" 0.06 0.31 -0.0827508197760763 0.4812 -3.18895913651337e-05 0.272300803120859 0.5773 0.000119231162802418
"90" "eFFP" "ColdInjurySpringS02_Mean" 0.06 0.23 0.0268817099839822 0.5036 1.05456818512461e-05 0.188720394838745 0.5564 8.40721001179262e-05
"67" "DD0" "RootShoot_Ratio" -0.06 -0.38 -0.0881485869025466 0.4848 -3.39695871581874e-05 0.26283205936198 0.5664 0.000115084471858681
"10" "AHM" "Gth5pctS02_Day" 0.06 0.17 0.0276244380840309 0.5052 9.97563363157033e-06 0.0831810538658501 0.5186 3.43947909642889e-05
"370" "TD" "HtFinalS02_mm" 0.05 -0.06 0.0899968264440471 0.5223 3.5856318982859e-05 0.00236605073703504 0.5014 1.10298294495841e-06
"349" "SHM" "Gth5.95pctS02_Days" 0.05 0.13 0.0431437102834267 0.5126 1.58687051145542e-05 0.234197478557731 0.5641 0.000105841143793468
"334" "PAS" "Gth95pctS02_Day" 0.05 0.22 0.0382637221950995 0.5144 1.47414194804116e-05 -0.0990322005902697 0.4772 -4.52184848231149e-05
"278" "MCMT" "FinalRootWeightS02_g" 0.05 0.3 NA NA NA NA NA NA
"253" "Longitude" "MaxGthRate_mm_Day" 0.05 -0.11 -0.218674836683264 0.4556 -8.6882685395467e-05 0.151266209478136 0.5393 6.52283110677382e-05
"243" "Longitude" "ColdInjurySpringS02_Mean" 0.05 -0.17 0.124902728528225 0.5262 4.89913514017825e-05 -0.0379981463766186 0.4909 -1.69280537163489e-05
"224" "log(MSP)" "ColdInjuryFallS02_Mean" -0.05 0.16 0.045876682567334 0.5048 1.93816396151584e-05 0.0696843034427019 0.5249 3.70779190953751e-05
"175" "FFP" "ColdInjurySpringS02_Mean" -0.05 -0.02 0.0597772096597797 0.5181 2.34454681513811e-05 -0.146020102829382 0.4604 -6.50495190794888e-05
"120" "EMT" "BudBreakS02_day" -0.05 0.16 0.000505853796027372 0.4959 1.92613136952842e-07 0.0673586032926433 0.5124 2.96397893471192e-05
"117" "Elevation" "MaxGthRate_mm_Day" 0.05 0.37 -0.306052389372486 0.43 -0.000121598254056643 -0.185689213175424 0.4521 -8.00715428804965e-05
"82" "DD5" "LinearGthS02_Days" -0.05 0.08 0.0676048004219353 0.5156 2.41867732550669e-05 0.21686657934948 0.558 8.69471065380759e-05
"59" "DD0" "FinalStemDiamS02_mm" -0.05 -0.36 -0.0177894573630668 0.5005 -6.82136969190434e-06 0.226293230218468 0.5603 0.000100152404571465
"58" "DD0" "FinalShootWeightS02_g" -0.05 0.18 0.052961509283232 0.5151 2.07185827985378e-05 -0.318161482845631 0.4225 -0.000144628177566355
"31" "bFFP" "LinearGthS02_Days" 0.05 0.06 0.0518335827126136 0.5113 1.85431193377511e-05 -0.116971338487697 0.4678 -4.68960974758915e-05
"273" "MCMT" "BudBreakS02_day" -0.04 0.21 0.0571234633432534 0.5059 2.1808525329319e-05 0.155768889513497 0.5345 6.85384628631985e-05
"256" "MAT" "BudBreakS02_day" 0.04 0.14 0.0632361283354984 0.5209 2.41431874266995e-05 0.0821974683398379 0.5176 3.61682243524648e-05
"242" "Longitude" "ColdInjuryMidWinterS02_Mean" 0.04 -0.18 0.0398230162827786 0.5144 1.74741474293415e-05 -0.193585457192812 0.4427 -0.000101560190161555
"241" "Longitude" "ColdInjuryFallS02_Mean" 0.04 -0.22 0.0751486413981962 0.5206 3.17471369117154e-05 0.0160675473576094 0.4991 8.54566775450538e-06
"230" "log(MSP)" "Gth5.95pctS02_Days" -0.04 -0.11 0.0395547529837695 0.5109 1.45486260754122e-05 0.140196074351787 0.5392 6.33590891326846e-05
"200" "Latitude" "HtFinalS02_mm" 0.04 -0.09 0.0699412879276644 0.517 2.7867483245227e-05 0.0516753373511939 0.5086 2.40889481753264e-05
"193" "Latitude" "FinalRootWeightS02_g" 0.04 -0.17 NA NA NA NA NA NA
"136" "EMT" "TotalWeight" -0.04 0.44 NA NA NA NA NA NA
"135" "EMT" "RootShoot_Ratio" 0.04 0.36 -0.108690532266399 0.4816 -4.18857628141203e-05 0.346947993970448 0.5877 0.000151915616142525
"126" "EMT" "FinalShootWeightS02_g" 0.04 -0.15 0.0324305276973864 0.5116 1.26863563725938e-05 -0.3498478683674 0.4139 -0.000159031365857801
"77" "DD5" "Gth5.95pctS02_Days" 0.04 0.19 0.0254000900452293 0.5088 9.34113746260812e-06 0.344890470971232 0.5972 0.000155867299602724
"65" "DD0" "LinearGthS02_Days" -0.04 -0.45 0.0122289766784675 0.4998 4.3734192344226e-06 0.285162935573715 0.5686 0.000114329407028409
"61" "DD0" "Gth5pctS02_Day" -0.04 0.04 0.0537250591556296 0.5161 1.93988666149471e-05 -0.0574435966513309 0.4879 -2.37565030626509e-05
"44" "CMD" "Gth5pctS02_Day" 0.04 0.16 0.0169078765607587 0.502 6.10622937524184e-06 0.103501736926761 0.525 4.28000543899052e-05
"9" "AHM" "Gth5.95pctS02_Days" -0.04 0.01 0.0205855724769968 0.5039 7.58150954834126e-06 0.186509317334621 0.546 8.42881501937164e-05
"354" "SHM" "LinearGthS02_Days" -0.03 0.03 0.0282677406159914 0.5065 1.01151062498369e-05 0.127003614577695 0.5333 5.09185809206977e-05
"320" "NFFD" "LinearGthS02_Days" -0.03 0.24 0.0324084783623732 0.5071 1.15950658200008e-05 0.210742573115772 0.5594 8.44919846587078e-05
"311" "NFFD" "ColdInjurySpringS02_Mean" -0.03 0.16 0.0458865996046007 0.5158 1.79965302249054e-05 0.175127607955923 0.5508 7.80167854044276e-05
"303" "MWMT" "LinearGthS02_Days" -0.03 -0.02 0.0636265079211621 0.5143 2.27636295530865e-05 -0.156241357552206 0.4593 -6.2641079242985e-05
"272" "MAT" "TotalWeight" 0.03 0.39 NA NA NA NA NA NA
"252" "Longitude" "LinearGthS02_Days" 0.03 -0.08 -0.00644088264739155 0.5027 -2.30453920083789e-06 -0.0693274940102913 0.485 -2.77957451829471e-05
"236" "log(MSP)" "MaxGthRate_mm_Day" 0.03 0.13 -0.109869686978267 0.4693 -4.36514387139845e-05 -0.14047956595568 0.4588 -6.05764637028637e-05
"163" "EXT" "Gth5pctS02_Day" 0.03 0.2 0.0560205673049974 0.5103 2.02282702237544e-05 0.117011189118283 0.5314 4.8388613471689e-05
"146" "Eref" "Gth5pctS02_Day" 0.03 0.13 0.0542496149317581 0.511 1.95886372442936e-05 0.105790152792111 0.5281 4.37487582820329e-05
"137" "Eref" "BudBreakS02_day" 0.03 0.01 0.022812872353875 0.5095 8.7103296674067e-06 -0.00712372165753715 0.496 -3.13243853485486e-06
"127" "EMT" "FinalStemDiamS02_mm" 0.03 0.37 -0.0314559840412012 0.4975 -1.20615842749071e-05 0.294514706321908 0.5787 0.000130345542549404
"99" "eFFP" "LinearGthS02_Days" 0.03 0.25 0.00233100048319297 0.5011 8.32327821378406e-07 0.171728306263773 0.5482 6.88502412394333e-05
"52" "DD0" "BudBreakS02_day" 0.03 -0.17 0.0428426811874544 0.5021 1.63562836335689e-05 0.144699590461067 0.5323 6.36682927161366e-05
"26" "bFFP" "Gth5.95pctS02_Days" -0.03 -0.03 0.0235817353253366 0.5075 8.67595252578887e-06 0.224682379356886 0.562 0.000101540601773779
"20" "bFFP" "ColdInjuryFallS02_Mean" -0.03 0.32 0.0256245427769437 0.505 1.08253826863978e-05 0.0415151173313784 0.517 2.20911622223442e-05
"15" "AHM" "MaxGthRate_mm_Day" 0.03 -0.38 0.0935882376177149 0.5247 3.71822958600918e-05 -0.139531170506327 0.4623 -6.01681297068786e-05
"345" "SHM" "ColdInjurySpringS02_Mean" -0.02 -0.04 0.0272193400888251 0.5093 1.06730840229751e-05 -0.0525360654261587 0.4892 -2.34039469058191e-05
"288" "MCMT" "RootShoot_Ratio" 0.02 0.34 -0.150498725661656 0.47 -5.79968743615957e-05 0.231174810410418 0.5583 0.00010122292466762
"279" "MCMT" "FinalShootWeightS02_g" 0.02 -0.18 -0.0157224194942931 0.4983 -6.15162333087973e-06 -0.258209926836684 0.4387 -0.000117375572706585
"246" "Longitude" "FinalStemDiamS02_mm" 0.02 -0.23 0.0238940826339532 0.5 9.1615611376038e-06 0.120550896053809 0.5304 5.33548942008452e-05
"239" "Longitude" "BudBreakS02_day" -0.02 -0.05 -0.118790744531514 0.483 -4.53527182294204e-05 0.038946106979292 0.5089 1.71347424391231e-05
"231" "log(MSP)" "Gth5pctS02_Day" -0.02 -0.07 -0.0218401645644883 0.4931 -7.88461373532987e-06 0.071771785146926 0.5169 2.96791210880262e-05
"214" "log(MAP)" "Gth5pctS02_Day" -0.02 -0.14 -0.0234250098826327 0.4932 -8.45717462813657e-06 0.0684959102176725 0.5158 2.83210297927026e-05
"205" "log(MAP)" "BudBreakS02_day" -0.02 0.23 -0.0380115938274104 0.4915 -1.451168290694e-05 0.00871853438142182 0.5021 3.83840251636456e-06
"184" "FFP" "LinearGthS02_Days" -0.02 0.08 0.0254374518708626 0.5046 9.10077970463241e-06 0.149333138903008 0.5423 5.98710122124771e-05
"154" "EXT" "BudBreakS02_day" 0.02 -0.17 0.0460168107340631 0.5133 1.7569406907753e-05 0.144289964204175 0.5411 6.34844493756821e-05
"150" "Eref" "LinearGthS02_Days" 0.02 0.34 -0.0260549154816924 0.4961 -9.32289117955206e-06 0.324034086855718 0.5868 0.000129913762034828
"141" "Eref" "ColdInjurySpringS02_Mean" -0.02 0.22 0.0150078706641697 0.5051 5.88406545334951e-06 0.198233643547765 0.5565 8.83105857230393e-05
"129" "EMT" "Gth5pctS02_Day" 0.02 -0.04 0.0498961920563884 0.5124 1.80165066423863e-05 -0.160072456929348 0.4663 -6.61964342996836e-05
